t,px,py,pz,vx,vy,vz,ax,ay,az
8.51,3.91622,2.35093,0.99113,0.414535,0.436179,0.0167501,-0.0292354,-0.00853637,-0.00722248
8.52,3.92036,2.35529,0.991297,0.414245,0.436093,0.0166772,-0.0288256,-0.00872782,-0.00736021
8.53,3.92451,2.35965,0.991464,0.413958,0.436004,0.0166029,-0.0284157,-0.00891927,-0.00749794
8.54,3.92864,2.36401,0.991629,0.413676,0.435914,0.0165272,-0.0280059,-0.00911071,-0.00763567
8.55,3.93278,2.36837,0.991794,0.413398,0.435822,0.0164501,-0.027596,-0.00930216,-0.00777339
8.56,3.93691,2.37272,0.991958,0.413124,0.435728,0.0163717,-0.0271862,-0.00949361,-0.00791112
8.57,3.94104,2.37708,0.992122,0.412855,0.435632,0.0162919,-0.0267764,-0.00968506,-0.00804885
8.58,3.94517,2.38144,0.992284,0.412589,0.435535,0.0162107,-0.0263665,-0.00987651,-0.00818658
8.59,3.94646,2.3828,0.992335,0.412507,0.435504,0.0161851,-0.0262386,-0.00993628,-0.00822957
8.6,3.95058,2.38715,0.992496,0.412242,0.435406,0.0161049,-0.0266027,-0.00953999,-0.00782337
8.61,3.9547,2.3915,0.992657,0.411975,0.435313,0.0160287,-0.0269668,-0.0091437,-0.00741718
8.62,3.95882,2.39586,0.992817,0.411703,0.435223,0.0159565,-0.027331,-0.00874741,-0.00701098
8.63,3.96294,2.40021,0.992976,0.411428,0.435138,0.0158884,-0.0276951,-0.00835113,-0.00660478
8.64,3.96705,2.40456,0.993135,0.411149,0.435056,0.0158244,-0.0280592,-0.00795484,-0.00619858
8.65,3.97116,2.40891,0.993293,0.410867,0.434979,0.0157645,-0.0284234,-0.00755855,-0.00579238
8.66,3.97527,2.41326,0.99345,0.410581,0.434905,0.0157086,-0.0287875,-0.00716226,-0.00538618
8.67,3.97937,2.41761,0.993607,0.410291,0.434836,0.0156567,-0.0291517,-0.00676597,-0.00497998
8.68,3.98347,2.42196,0.993763,0.409998,0.43477,0.015609,-0.0295158,-0.00636968,-0.00457378
8.69,3.98757,2.4263,0.993919,0.409701,0.434708,0.0155653,-0.0298799,-0.0059734,-0.00416758
8.7,3.99167,2.43065,0.994074,0.4094,0.43465,0.0155256,-0.0302441,-0.00557711,-0.00376138
8.71,3.99576,2.435,0.994229,0.409096,0.434597,0.01549,-0.0306082,-0.00518082,-0.00335518
8.72,3.99985,2.43934,0.994384,0.408788,0.434547,0.0154585,-0.0309723,-0.00478453,-0.00294898
8.73,4.00393,2.44369,0.994539,0.408476,0.434501,0.0154311,-0.0313365,-0.00438824,-0.00254278
8.74,4.00802,2.44803,0.994693,0.408161,0.434459,0.0154077,-0.0317006,-0.00399195,-0.00213658
8.75,4.0121,2.45238,0.994847,0.407842,0.434421,0.0153883,-0.0320647,-0.00359567,-0.00173038
8.76,4.01617,2.45672,0.995001,0.40752,0.434387,0.0153731,-0.0324289,-0.00319938,-0.00132418
8.77,4.02025,2.46106,0.995154,0.407194,0.434357,0.0153618,-0.032793,-0.00280309,-0.000917984
8.78,4.02432,2.46541,0.995308,0.406864,0.434331,0.0153547,-0.0331572,-0.0024068,-0.000511785
8.79,4.02839,2.46975,0.995461,0.406531,0.434309,0.0153516,-0.0335213,-0.00201051,-0.000105585
8.8,4.03245,2.47409,0.995615,0.406194,0.434291,0.0153526,-0.0338854,-0.00161423,0.000300614
8.81,4.03651,2.47844,0.995768,0.405853,0.434277,0.0153576,-0.0342496,-0.00121794,0.000706814
8.82,4.04057,2.48278,0.995922,0.405509,0.434267,0.0153667,-0.0346137,-0.000821649,0.00111301
8.83,4.04462,2.48712,0.996076,0.405161,0.43426,0.0153799,-0.0349778,-0.00042536,0.00151921
8.84,4.04867,2.49146,0.99623,0.404809,0.434258,0.0153971,-0.035342,-2.90721e-05,0.00192541
8.85,4.05272,2.49581,0.996384,0.404454,0.43426,0.0154184,-0.0357061,0.000367216,0.00233161
8.86,4.05676,2.50015,0.996538,0.404095,0.434265,0.0154437,-0.0360702,0.000763504,0.00273781
8.87,4.0608,2.50449,0.996693,0.403732,0.434275,0.0154731,-0.0364344,0.00115979,0.00314401
8.88,4.06483,2.50883,0.996848,0.403366,0.434289,0.0155066,-0.0367985,0.00155608,0.00355021
8.89,4.06886,2.51318,0.997003,0.402997,0.434306,0.0155441,-0.0371627,0.00195237,0.00395641
8.9,4.07289,2.51752,0.997158,0.402623,0.434328,0.0155857,-0.0375268,0.00234866,0.00436261
8.91,4.07692,2.52186,0.997315,0.402246,0.434353,0.0156314,-0.0378909,0.00274495,0.00476881
8.92,4.08094,2.52621,0.997471,0.401865,0.434382,0.0156811,-0.0382551,0.00314123,0.00517501
8.93,4.08495,2.53055,0.997628,0.401481,0.434416,0.0157349,-0.0386192,0.00353752,0.00558121
8.94,4.08897,2.5349,0.997786,0.401093,0.434453,0.0157927,-0.0389833,0.00393381,0.00598741
8.95,4.09298,2.53924,0.997944,0.400701,0.434495,0.0158547,-0.0393475,0.0043301,0.00639361
8.96,4.09698,2.54359,0.998103,0.400306,0.43454,0.0159206,-0.0397116,0.00472639,0.00679981
8.97,4.10098,2.54793,0.998262,0.399907,0.434589,0.0159906,-0.0400757,0.00512268,0.007206
8.98,4.10498,2.55228,0.998423,0.399504,0.434642,0.0160647,-0.0404399,0.00551896,0.0076122
8.99,4.10897,2.55662,0.998584,0.399098,0.434699,0.0161429,-0.040804,0.00591525,0.0080184
9,4.11296,2.56097,0.998746,0.398688,0.434761,0.0162251,-0.0411682,0.00631154,0.0084246
9.01,4.11535,2.56357,0.998843,0.398441,0.434799,0.0162762,-0.041386,0.00654858,0.00866757
9.02,4.11933,2.56792,0.999006,0.398038,0.434856,0.0163599,-0.0392939,0.00480277,0.00807292
9.03,4.12331,2.57227,0.99917,0.397656,0.434895,0.0164377,-0.0372018,0.00305696,0.00747827
9.04,4.12728,2.57662,0.999335,0.397294,0.434917,0.0165095,-0.0351097,0.00131114,0.00688361
9.05,4.13125,2.58097,0.9995,0.396953,0.434921,0.0165754,-0.0330176,-0.000434671,0.00628896
9.06,4.13522,2.58532,0.999666,0.396634,0.434908,0.0166353,-0.0309255,-0.00218048,0.0056943
9.07,4.13918,2.58967,0.999833,0.396335,0.434878,0.0166892,-0.0288334,-0.0039263,0.00509965
9.08,4.14315,2.59401,1,0.396057,0.43483,0.0167373,-0.0267413,-0.00567211,0.004505
9.09,4.14711,2.59836,1.00017,0.3958,0.434764,0.0167793,-0.0246492,-0.00741792,0.00391034
9.1,4.15106,2.60271,1.00034,0.395564,0.434681,0.0168155,-0.0225571,-0.00916374,0.00331569
9.11,4.15502,2.60706,1.0005,0.395349,0.434581,0.0168457,-0.020465,-0.0109096,0.00272103
9.12,4.15897,2.6114,1.00067,0.395155,0.434463,0.0168699,-0.0183729,-0.0126554,0.00212638
9.13,4.16292,2.61575,1.00084,0.394981,0.434328,0.0168882,-0.0162808,-0.0144012,0.00153173
9.14,4.16687,2.62009,1.00101,0.394829,0.434175,0.0169005,-0.0141887,-0.016147,0.000937072
9.15,4.17082,2.62443,1.00118,0.394698,0.434005,0.0169069,-0.0120966,-0.0178928,0.000342418
9.16,4.17476,2.62877,1.00135,0.394587,0.433817,0.0169074,-0.0100045,-0.0196386,-0.000252236
9.17,4.17871,2.63311,1.00152,0.394498,0.433612,0.0169019,-0.00791238,-0.0213844,-0.00084689
9.18,4.18265,2.63744,1.00169,0.394429,0.43339,0.0168904,-0.00582028,-0.0231302,-0.00144154
9.19,4.1866,2.64177,1.00186,0.394381,0.43315,0.016873,-0.00372818,-0.0248761,-0.0020362
9.2,4.19054,2.6461,1.00202,0.394354,0.432892,0.0168497,-0.00163608,-0.0266219,-0.00263085
9.21,4.19448,2.65043,1.00219,0.394348,0.432617,0.0168204,0.000456022,-0.0283677,-0.00322551
9.22,4.19843,2.65476,1.00236,0.394363,0.432325,0.0167852,0.00254812,-0.0301135,-0.00382016
9.23,4.20237,2.65908,1.00253,0.394399,0.432015,0.016744,0.00464022,-0.0318593,-0.00441481
9.24,4.20632,2.6634,1.0027,0.394456,0.431688,0.0166969,0.00673232,-0.0336051,-0.00500947
9.25,4.21026,2.66771,1.00286,0.394534,0.431343,0.0166438,0.00882442,-0.0353509,-0.00560412
9.26,4.21421,2.67202,1.00303,0.394633,0.430981,0.0165848,0.0109165,-0.0370968,-0.00619878
9.27,4.21815,2.67633,1.00319,0.394752,0.430601,0.0165199,0.0130086,-0.0388426,-0.00679343
9.28,4.2221,2.68063,1.00336,0.394893,0.430204,0.016449,0.0151007,-0.0405884,-0.00738809
9.29,4.22605,2.68493,1.00352,0.395054,0.429789,0.0163721,0.0171928,-0.0423342,-0.00798274
9.3,4.23,2.68923,1.00369,0.395237,0.429357,0.0162893,0.0192849,-0.04408,-0.00857739
9.31,4.23396,2.69352,1.00385,0.39544,0.428907,0.0162006,0.021377,-0.0458258,-0.00917205
9.32,4.23791,2.69781,1.00401,0.395664,0.42844,0.0161059,0.0234691,-0.0475716,-0.0097667
9.33,4.24187,2.70209,1.00417,0.395909,0.427956,0.0160052,0.0255612,-0.0493174,-0.0103614
9.34,4.24583,2.70637,1.00433,0.396176,0.427454,0.0158986,0.0276533,-0.0510633,-0.010956
9.35,4.24979,2.71064,1.00449,0.396463,0.426935,0.0157861,0.0297454,-0.0528091,-0.0115507
9.36,4.25376,2.71491,1.00465,0.39677,0.426398,0.0156676,0.0318375,-0.0545549,-0.0121453
9.37,4.25773,2.71917,1.0048,0.397099,0.425844,0.0155432,0.0339296,-0.0563007,-0.01274
9.38,4.2617,2.72342,1.00496,0.397449,0.425272,0.0154128,0.0360217,-0.0580465,-0.0133346
9.39,4.26568,2.72767,1.00511,0.39782,0.424683,0.0152765,0.0381138,-0.0597923,-0.0139293
9.4,4.26966,2.73192,1.00526,0.398211,0.424076,0.0151342,0.0402059,-0.0615381,-0.0145239
9.41,4.27364,2.73615,1.00541,0.398624,0.423452,0.014986,0.042298,-0.063284,-0.0151186
9.42,4.27763,2.74039,1.00556,0.399057,0.42281,0.0148319,0.0443901,-0.0650298,-0.0157132
9.43,4.27883,2.74165,1.00561,0.399191,0.422614,0.0147844,0.0450181,-0.0655538,-0.0158917
9.44,4.28282,2.74588,1.00575,0.399638,0.421963,0.0146248,0.0443372,-0.0648037,-0.0160279
9.45,4.28682,2.75009,1.0059,0.400078,0.421318,0.0144639,0.0436564,-0.0640536,-0.0161641
9.46,4.29082,2.7543,1.00604,0.400511,0.420682,0.0143016,0.0429756,-0.0633036,-0.0163004
9.47,4.29483,2.75851,1.00618,0.400938,0.420052,0.0141379,0.0422947,-0.0625535,-0.0164366
9.48,4.29884,2.7627,1.00633,0.401357,0.419431,0.0139728,0.0416139,-0.0618035,-0.0165728
9.49,4.30286,2.7669,1.00646,0.40177,0.418816,0.0138064,0.0409331,-0.0610534,-0.016709
9.5,4.30688,2.77108,1.0066,0.402176,0.418209,0.0136386,0.0402522,-0.0603033,-0.0168452
9.51,4.3109,2.77526,1.00674,0.402575,0.41761,0.0134695,0.0395714,-0.0595533,-0.0169814
9.52,4.31493,2.77943,1.00687,0.402967,0.417018,0.013299,0.0388906,-0.0588032,-0.0171176
9.53,4.31896,2.7836,1.007,0.403353,0.416434,0.0131272,0.0382097,-0.0580531,-0.0172538
9.54,4.323,2.78776,1.00713,0.403732,0.415857,0.0129539,0.0375289,-0.0573031,-0.01739
9.55,4.32704,2.79192,1.00726,0.404103,0.415288,0.0127794,0.0368481,-0.056553,-0.0175262
9.56,4.33108,2.79607,1.00739,0.404468,0.414726,0.0126034,0.0361672,-0.055803,-0.0176624
9.57,4.33513,2.80021,1.00751,0.404827,0.414172,0.0124261,0.0354864,-0.0550529,-0.0177986
9.58,4.33918,2.80435,1.00764,0.405178,0.413625,0.0122474,0.0348056,-0.0543028,-0.0179349
9.59,4.34323,2.80848,1.00776,0.405523,0.413086,0.0120674,0.0341247,-0.0535528,-0.0180711
9.6,4.34729,2.81261,1.00788,0.405861,0.412554,0.011886,0.0334439,-0.0528027,-0.0182073
9.61,4.35135,2.81674,1.008,0.406192,0.41203,0.0117033,0.0327631,-0.0520527,-0.0183435
9.62,4.35541,2.82085,1.00811,0.406516,0.411513,0.0115191,0.0320822,-0.0513026,-0.0184797
9.63,4.35948,2.82497,1.00823,0.406833,0.411004,0.0113337,0.0314014,-0.0505525,-0.0186159
9.64,4.36355,2.82907,1.00834,0.407144,0.410502,0.0111468,0.0307206,-0.0498025,-0.0187521
9.65,4.36762,2.83318,1.00845,0.407448,0.410008,0.0109586,0.0300397,-0.0490524,-0.0188883
9.66,4.3717,2.83727,1.00856,0.407745,0.409521,0.0107691,0.0293589,-0.0483023,-0.0190245
9.67,4.37577,2.84137,1.00867,0.408035,0.409042,0.0105781,0.0286781,-0.0475523,-0.0191607
9.68,4.37986,2.84545,1.00877,0.408318,0.40857,0.0103858,0.0279972,-0.0468022,-0.0192969
9.69,4.38394,2.84954,1.00887,0.408595,0.408106,0.0101922,0.0273164,-0.0460522,-0.0194332
9.7,4.38803,2.85362,1.00897,0.408865,0.407649,0.00999719,0.0266356,-0.0453021,-0.0195694
9.71,4.39212,2.85769,1.00907,0.409128,0.4072,0.00980081,0.0259547,-0.044552,-0.0197056
9.72,4.39621,2.86176,1.00917,0.409384,0.406758,0.00960307,0.0252739,-0.043802,-0.0198418
9.73,4.40031,2.86583,1.00926,0.409633,0.406324,0.00940398,0.0245931,-0.0430519,-0.019978
9.74,4.4044,2.86989,1.00936,0.409876,0.405897,0.00920351,0.0239122,-0.0423018,-0.0201142
9.75,4.4085,2.87394,1.00945,0.410111,0.405478,0.00900169,0.0232314,-0.0415518,-0.0202504
9.76,4.41261,2.878,1.00954,0.41034,0.405066,0.00879851,0.0225506,-0.0408017,-0.0203866
9.77,4.41671,2.88205,1.00962,0.410562,0.404662,0.00859396,0.0218697,-0.0400517,-0.0205228
9.78,4.42082,2.88609,1.00971,0.410778,0.404265,0.00838805,0.0211889,-0.0393016,-0.020659
9.79,4.42493,2.89013,1.00979,0.410986,0.403875,0.00818078,0.0205081,-0.0385515,-0.0207952
9.8,4.42904,2.89417,1.00987,0.411188,0.403494,0.00797214,0.0198272,-0.0378015,-0.0209314
9.81,4.43315,2.8982,1.00995,0.411383,0.403119,0.00776215,0.0191464,-0.0370514,-0.0210677
9.82,4.43726,2.90223,1.01003,0.411571,0.402753,0.00755079,0.0184656,-0.0363013,-0.0212039
9.83,4.44138,2.90626,1.0101,0.411752,0.402393,0.00733807,0.0177847,-0.0355513,-0.0213401
9.84,4.4455,2.91028,1.01018,0.411926,0.402042,0.00712399,0.0171039,-0.0348012,-0.0214763
9.85,4.44888,2.91358,1.01023,0.412065,0.401758,0.0069471,0.0165446,-0.034185,-0.0215882
9.86,4.45301,2.9176,1.0103,0.412223,0.401427,0.00673201,0.0151674,-0.0320268,-0.0214299
9.87,4.45713,2.92161,1.01037,0.412368,0.401118,0.0065185,0.0137902,-0.0298687,-0.0212716
9.88,4.46125,2.92562,1.01043,0.412499,0.40083,0.00630657,0.012413,-0.0277105,-0.0211134
9.89,4.46538,2.92962,1.01049,0.412616,0.400564,0.00609623,0.0110358,-0.0255523,-0.0209551
9.9,4.4695,2.93363,1.01055,0.41272,0.400319,0.00588747,0.00965856,-0.0233941,-0.0207968
9.91,4.47363,2.93763,1.01061,0.412809,0.400096,0.00568029,0.00828136,-0.021236,-0.0206385
9.92,4.47776,2.94163,1.01067,0.412885,0.399894,0.0054747,0.00690415,-0.0190778,-0.0204803
9.93,4.48189,2.94563,1.01072,0.412948,0.399714,0.00527069,0.00552695,-0.0169196,-0.020322
9.94,4.48602,2.94963,1.01077,0.412996,0.399556,0.00506826,0.00414975,-0.0147614,-0.0201637
9.95,4.49015,2.95362,1.01082,0.413031,0.399419,0.00486741,0.00277254,-0.0126033,-0.0200055
9.96,4.49428,2.95761,1.01087,0.413051,0.399304,0.00466815,0.00139534,-0.0104451,-0.0198472
9.97,4.49841,2.96161,1.01092,0.413058,0.39921,0.00447047,1.81351e-05,-0.00828692,-0.0196889
9.98,4.50254,2.9656,1.01096,0.413052,0.399138,0.00427437,-0.00135907,-0.00612874,-0.0195306
9.99,4.50667,2.96959,1.011,0.413031,0.399087,0.00407986,-0.00273627,-0.00397057,-0.0193724
10,4.5108,2.97358,1.01104,0.412997,0.399058,0.00388693,-0.00411348,-0.00181239,-0.0192141
10.01,4.51493,2.97757,1.01108,0.412949,0.399051,0.00369558,-0.00549068,0.000345782,-0.0190558
10.02,4.51906,2.98156,1.01112,0.412887,0.399065,0.00350581,-0.00686788,0.00250396,-0.0188976
10.03,4.52319,2.98555,1.01115,0.412812,0.399101,0.00331762,-0.00824509,0.00466213,-0.0187393
10.04,4.52732,2.98954,1.01118,0.412722,0.399159,0.00313102,-0.00962229,0.00682031,-0.018581
10.05,4.53144,2.99354,1.01121,0.412619,0.399238,0.002946,-0.0109995,0.00897848,-0.0184227
10.06,4.53557,2.99753,1.01124,0.412502,0.399338,0.00276257,-0.0123767,0.0111367,-0.0182645
10.07,4.53969,3.00152,1.01127,0.412372,0.39946,0.00258072,-0.0137539,0.0132948,-0.0181062
10.08,4.54382,3.00552,1.01129,0.412227,0.399604,0.00240044,-0.0151311,0.015453,-0.0179479
10.09,4.54794,3.00951,1.01132,0.412069,0.399769,0.00222176,-0.0165083,0.0176112,-0.0177896
10.1,4.55206,3.01351,1.01134,0.411897,0.399956,0.00204465,-0.0178855,0.0197694,-0.0176314
10.11,4.55618,3.01751,1.01136,0.411711,0.400165,0.00186913,-0.0192627,0.0219275,-0.0174731
10.12,4.56029,3.02152,1.01137,0.411512,0.400395,0.00169519,-0.0206399,0.0240857,-0.0173148
10.13,4.56441,3.02552,1.01139,0.411299,0.400647,0.00152283,-0.0220171,0.0262439,-0.0171566
10.14,4.56852,3.02953,1.0114,0.411071,0.40092,0.00135206,-0.0233943,0.0284021,-0.0169983
10.15,4.57263,3.03354,1.01142,0.410831,0.401215,0.00118287,-0.0247715,0.0305602,-0.01684
10.16,4.57674,3.03755,1.01143,0.410576,0.401531,0.00101526,-0.0261487,0.0327184,-0.0166817
10.17,4.58084,3.04157,1.01144,0.410308,0.401869,0.000849232,-0.0275259,0.0348766,-0.0165235
10.18,4.58494,3.04559,1.01145,0.410026,0.402229,0.000684788,-0.0289031,0.0370348,-0.0163652
10.19,4.58904,3.04962,1.01145,0.40973,0.40261,0.000521928,-0.0302804,0.0391929,-0.0162069
10.2,4.59314,3.05364,1.01146,0.40942,0.403012,0.00036065,-0.0316576,0.0413511,-0.0160487
10.21,4.59723,3.05768,1.01146,0.409096,0.403437,0.000200955,-0.0330348,0.0435093,-0.0158904
10.22,4.60132,3.06171,1.01146,0.408759,0.403883,4.28422e-05,-0.034412,0.0456675,-0.0157321
10.23,4.6054,3.06575,1.01146,0.408408,0.40435,-0.000113688,-0.0357892,0.0478256,-0.0155738
10.24,4.60949,3.0698,1.01146,0.408043,0.404839,-0.000268635,-0.0371664,0.0499838,-0.0154156
10.25,4.61356,3.07385,1.01145,0.407665,0.40535,-0.000421999,-0.0385436,0.052142,-0.0152573
10.26,4.61764,3.07791,1.01145,0.407273,0.405882,-0.00057378,-0.0399208,0.0543002,-0.015099
10.27,4.62019,3.08045,1.01144,0.407019,0.406227,-0.000668163,-0.0407845,0.0556537,-0.0149998
10.28,4.62426,3.08452,1.01144,0.406611,0.406782,-0.000818412,-0.0409861,0.0553605,-0.01505
10.29,4.62832,3.08859,1.01143,0.4062,0.407334,-0.000969164,-0.0411878,0.0550673,-0.0151003
10.3,4.63238,3.09266,1.01142,0.405787,0.407883,-0.00112042,-0.0413895,0.054774,-0.0151506
10.31,4.63644,3.09675,1.01141,0.405372,0.408429,-0.00127217,-0.0415911,0.0544808,-0.0152008
10.32,4.64049,3.10083,1.01139,0.404955,0.408973,-0.00142443,-0.0417928,0.0541876,-0.0152511
10.33,4.64454,3.10493,1.01138,0.404536,0.409513,-0.0015772,-0.0419944,0.0538944,-0.0153014
10.34,4.64858,3.10902,1.01136,0.404115,0.410051,-0.00173046,-0.0421961,0.0536012,-0.0153517
10.35,4.65262,3.11313,1.01134,0.403692,0.410585,-0.00188423,-0.0423977,0.053308,-0.0154019
10.36,4.65666,3.11723,1.01132,0.403267,0.411117,-0.0020385,-0.0425994,0.0530148,-0.0154522
10.37,4.66069,3.12135,1.0113,0.40284,0.411645,-0.00219327,-0.042801,0.0527216,-0.0155025
10.38,4.66471,3.12547,1.01128,0.402411,0.412171,-0.00234855,-0.0430027,0.0524284,-0.0155527
10.39,4.66874,3.12959,1.01126,0.40198,0.412694,-0.00250433,-0.0432043,0.0521352,-0.015603
10.4,4.67275,3.13372,1.01123,0.401547,0.413214,-0.00266061,-0.043406,0.051842,-0.0156533
10.41,4.67677,3.13786,1.0112,0.401112,0.413731,-0.00281739,-0.0436076,0.0515488,-0.0157035
10.42,4.68078,3.142,1.01117,0.400675,0.414245,-0.00297468,-0.0438093,0.0512556,-0.0157538
10.43,4.68478,3.14614,1.01114,0.400236,0.414756,-0.00313247,-0.0440109,0.0509624,-0.0158041
10.44,4.68878,3.15029,1.01111,0.399795,0.415264,-0.00329076,-0.0442126,0.0506692,-0.0158544
10.45,4.69278,3.15445,1.01108,0.399352,0.415769,-0.00344956,-0.0444142,0.050376,-0.0159046
10.46,4.69677,3.15861,1.01104,0.398906,0.416272,-0.00360886,-0.0446159,0.0500828,-0.0159549
10.47,4.70075,3.16277,1.011,0.398459,0.416771,-0.00376866,-0.0448175,0.0497895,-0.0160052
10.48,4.70474,3.16694,1.01097,0.39801,0.417267,-0.00392896,-0.0450192,0.0494963,-0.0160554
10.49,4.70871,3.17112,1.01093,0.397559,0.417761,-0.00408977,-0.0452208,0.0492031,-0.0161057
10.5,4.71269,3.1753,1.01088,0.397106,0.418252,-0.00425107,-0.0454225,0.0489099,-0.016156
10.51,4.71666,3.17948,1.01084,0.39665,0.418739,-0.00441288,-0.0456241,0.0486167,-0.0162063
10.52,4.72062,3.18367,1.0108,0.396193,0.419224,-0.0045752,-0.0458258,0.0483235,-0.0162565
10.53,4.72458,3.18787,1.01075,0.395734,0.419706,-0.00473802,-0.0460274,0.0480303,-0.0163068
10.54,4.72853,3.19207,1.0107,0.395273,0.420184,-0.00490133,-0.0462291,0.0477371,-0.0163571
10.55,4.73249,3.19627,1.01065,0.394809,0.42066,-0.00506516,-0.0464307,0.0474439,-0.0164073
10.56,4.73643,3.20048,1.0106,0.394344,0.421133,-0.00522948,-0.0466324,0.0471507,-0.0164576
10.57,4.74037,3.20469,1.01055,0.393877,0.421603,-0.00539431,-0.046834,0.0468575,-0.0165079
10.58,4.74431,3.20891,1.01049,0.393407,0.42207,-0.00555964,-0.0470357,0.0465643,-0.0165581
10.59,4.74824,3.21313,1.01044,0.392936,0.422535,-0.00572547,-0.0472373,0.0462711,-0.0166084
10.6,4.75217,3.21736,1.01038,0.392463,0.422996,-0.00589181,-0.047439,0.0459779,-0.0166587
10.61,4.75609,3.22159,1.01032,0.391987,0.423454,-0.00605865,-0.0476407,0.0456847,-0.016709
10.62,4.75693,3.2225,1.0103,0.391886,0.423552,-0.00609429,-0.0476837,0.0456221,-0.0167197
10.63,4.76084,3.22674,1.01024,0.39141,0.424003,-0.00626216,-0.0474578,0.0447382,-0.0168527
10.64,4.76475,3.23098,1.01018,0.390936,0.424446,-0.00643135,-0.0472319,0.0438543,-0.0169857
10.65,4.76866,3.23522,1.01011,0.390465,0.42488,-0.00660187,-0.0470059,0.0429704,-0.0171187
10.66,4.77256,3.23948,1.01005,0.389996,0.425306,-0.00677372,-0.04678,0.0420865,-0.0172517
10.67,4.77646,3.24373,1.00998,0.38953,0.425722,-0.0069469,-0.0465541,0.0412026,-0.0173847
10.68,4.78035,3.24799,1.00991,0.389065,0.42613,-0.00712142,-0.0463282,0.0403187,-0.0175177
10.69,4.78424,3.25225,1.00984,0.388603,0.426529,-0.00729726,-0.0461023,0.0394348,-0.0176507
10.7,4.78813,3.25652,1.00976,0.388143,0.426918,-0.00747443,-0.0458764,0.0385509,-0.0177837
10.71,4.792,3.26079,1.00969,0.387686,0.4273,-0.00765293,-0.0456505,0.0376671,-0.0179167
10.72,4.79588,3.26507,1.00961,0.38723,0.427672,-0.00783276,-0.0454246,0.0367832,-0.0180497
10.73,4.79975,3.26934,1.00953,0.386777,0.428035,-0.00801393,-0.0451987,0.0358993,-0.0181827
10.74,4.80362,3.27363,1.00945,0.386326,0.42839,-0.00819642,-0.0449728,0.0350154,-0.0183157
10.75,4.80748,3.27791,1.00937,0.385878,0.428736,-0.00838024,-0.0447469,0.0341315,-0.0184487
10.76,4.81133,3.2822,1.00928,0.385431,0.429072,-0.00856539,-0.044521,0.0332476,-0.0185817
10.77,4.81518,3.28649,1.0092,0.384987,0.429401,-0.00875188,-0.0442951,0.0323637,-0.0187147
10.78,4.81903,3.29079,1.00911,0.384545,0.42972,-0.00893969,-0.0440692,0.0314798,-0.0188477
10.79,4.82288,3.29509,1.00902,0.384106,0.43003,-0.00912883,-0.0438433,0.0305959,-0.0189807
10.8,4.82671,3.29939,1.00892,0.383668,0.430332,-0.0093193,-0.0436174,0.029712,-0.0191137
10.81,4.83055,3.30369,1.00883,0.383233,0.430624,-0.00951111,-0.0433915,0.0288281,-0.0192468
10.82,4.83438,3.308,1.00873,0.382801,0.430908,-0.00970424,-0.0431656,0.0279442,-0.0193798
10.83,4.8382,3.31231,1.00864,0.38237,0.431183,-0.0098987,-0.0429397,0.0270603,-0.0195128
10.84,4.84203,3.31663,1.00854,0.381942,0.431449,-0.0100945,-0.0427138,0.0261764,-0.0196458
10.85,4.84584,3.32094,1.00843,0.381516,0.431707,-0.0102916,-0.0424879,0.0252925,-0.0197788
10.86,4.84966,3.32526,1.00833,0.381092,0.431955,-0.0104901,-0.042262,0.0244086,-0.0199118
10.87,4.85347,3.32958,1.00822,0.380671,0.432195,-0.0106899,-0.0420361,0.0235247,-0.0200448
10.88,4.85727,3.3339,1.00812,0.380251,0.432426,-0.010891,-0.0418102,0.0226408,-0.0201778
10.89,4.86107,3.33823,1.00801,0.379834,0.432648,-0.0110934,-0.0415843,0.0217569,-0.0203108
10.9,4.86487,3.34256,1.00789,0.37942,0.432861,-0.0112972,-0.0413584,0.020873,-0.0204438
10.91,4.86866,3.34689,1.00778,0.379007,0.433065,-0.0115023,-0.0411325,0.0199891,-0.0205768
10.92,4.87245,3.35122,1.00766,0.378597,0.433261,-0.0117087,-0.0409065,0.0191052,-0.0207098
