t,px,py,pz,vx,vy,vz,ax,ay,az
13.4,5.81248,4.40186,0.973854,0.362741,0.432121,-0.00257732,-0.00913773,0.0179129,0.0373636
13.41,5.8161,4.40618,0.973831,0.362657,0.432299,-0.00219911,-0.00768958,0.0176796,0.0382782
13.42,5.81973,4.41051,0.97381,0.362588,0.432475,-0.00181175,-0.00624143,0.0174463,0.0391929
13.43,5.82335,4.41483,0.973794,0.362532,0.432648,-0.00141525,-0.00479328,0.0172129,0.0401075
13.44,5.82698,4.41916,0.973782,0.362492,0.432819,-0.0010096,-0.00334513,0.0169796,0.0410222
13.45,5.8306,4.42349,0.973774,0.362465,0.432988,-0.000594805,-0.00189699,0.0167463,0.0419369
13.46,5.83423,4.42782,0.97377,0.362454,0.433154,-0.000170863,-0.000448836,0.0165129,0.0428515
13.47,5.83785,4.43215,0.973771,0.362456,0.433318,0.000262225,0.000999313,0.0162796,0.0437662
13.48,5.84148,4.43649,0.973776,0.362474,0.43348,0.00070446,0.00244746,0.0160463,0.0446808
13.49,5.8451,4.44082,0.973785,0.362505,0.433639,0.00115584,0.00389561,0.0158129,0.0455955
13.5,5.84873,4.44516,0.973799,0.362552,0.433796,0.00161637,0.00534376,0.0155796,0.0465102
13.51,5.85235,4.4495,0.973817,0.362612,0.433951,0.00208605,0.00679191,0.0153463,0.0474248
13.52,5.85598,4.45384,0.973841,0.362687,0.434103,0.00256487,0.00824006,0.0151129,0.0483395
13.53,5.85961,4.45818,0.973869,0.362777,0.434253,0.00305283,0.00968821,0.0148796,0.0492541
13.54,5.86324,4.46252,0.973902,0.362881,0.4344,0.00354995,0.0111364,0.0146463,0.0501688
13.55,5.86687,4.46687,0.97394,0.363,0.434546,0.00405621,0.0125845,0.0144129,0.0510834
13.56,5.8705,4.47121,0.973983,0.363133,0.434689,0.00457162,0.0140327,0.0141796,0.0519981
13.57,5.87413,4.47556,0.974031,0.36328,0.434829,0.00509617,0.0154808,0.0139463,0.0529128
13.58,5.87776,4.47991,0.974085,0.363443,0.434968,0.00562987,0.016929,0.013713,0.0538274
13.59,5.8814,4.48426,0.974144,0.363619,0.435104,0.00617272,0.0183771,0.0134796,0.0547421
13.6,5.88503,4.48861,0.974208,0.36381,0.435237,0.00672471,0.0198253,0.0132463,0.0556567
13.61,5.88867,4.49297,0.974278,0.364016,0.435369,0.00728586,0.0212734,0.013013,0.0565714
13.62,5.89231,4.49732,0.974354,0.364236,0.435498,0.00785614,0.0227215,0.0127796,0.0574861
13.63,5.8937,4.49898,0.974384,0.364323,0.435546,0.00807613,0.0232741,0.0126906,0.057835
13.64,5.89735,4.50334,0.974468,0.364551,0.435669,0.00864992,0.0222788,0.0119841,0.0569222
13.65,5.901,4.5077,0.974557,0.364769,0.435786,0.00921457,0.0212835,0.0112775,0.0560093
13.66,5.90464,4.51205,0.974652,0.364977,0.435895,0.0097701,0.0202882,0.010571,0.0550965
13.67,5.90829,4.51641,0.974753,0.365175,0.435997,0.0103165,0.0192929,0.00986449,0.0541836
13.68,5.91195,4.52077,0.974859,0.365363,0.436092,0.0108538,0.0182977,0.00915796,0.0532708
13.69,5.9156,4.52513,0.97497,0.365541,0.43618,0.0113819,0.0173024,0.00845143,0.0523579
13.7,5.91926,4.5295,0.975086,0.365709,0.436261,0.0119009,0.0163071,0.0077449,0.0514451
13.71,5.92292,4.53386,0.975208,0.365867,0.436335,0.0124108,0.0153118,0.00703837,0.0505322
13.72,5.92658,4.53822,0.975334,0.366015,0.436402,0.0129116,0.0143165,0.00633184,0.0496194
13.73,5.93024,4.54259,0.975466,0.366153,0.436462,0.0134032,0.0133213,0.00562531,0.0487065
13.74,5.9339,4.54695,0.975602,0.366281,0.436515,0.0138857,0.012326,0.00491878,0.0477937
13.75,5.93756,4.55132,0.975744,0.3664,0.43656,0.0143591,0.0113307,0.00421225,0.0468808
13.76,5.94123,4.55568,0.97589,0.366508,0.436599,0.0148233,0.0103354,0.00350572,0.045968
13.77,5.94489,4.56005,0.97604,0.366606,0.43663,0.0152784,0.00934015,0.00279919,0.0450552
13.78,5.94856,4.56442,0.976195,0.366695,0.436655,0.0157244,0.00834487,0.00209266,0.0441423
13.79,5.95223,4.56878,0.976354,0.366773,0.436672,0.0161613,0.0073496,0.00138614,0.0432295
13.8,5.95589,4.57315,0.976518,0.366842,0.436683,0.016589,0.00635432,0.000679606,0.0423166
13.81,5.95956,4.57752,0.976686,0.3669,0.436686,0.0170076,0.00535904,-2.69236e-05,0.0414038
13.82,5.96323,4.58188,0.976858,0.366949,0.436682,0.0174171,0.00436376,-0.000733453,0.0404909
13.83,5.9669,4.58625,0.977035,0.366988,0.436671,0.0178174,0.00336848,-0.00143998,0.0395781
13.84,5.97057,4.59062,0.977215,0.367016,0.436653,0.0182087,0.0023732,-0.00214651,0.0386652
13.85,5.97424,4.59498,0.977399,0.367035,0.436628,0.0185907,0.00137792,-0.00285304,0.0377524
13.86,5.97791,4.59935,0.977586,0.367044,0.436596,0.0189637,0.000382644,-0.00355957,0.0368395
13.87,5.98158,4.60372,0.977778,0.367043,0.436557,0.0193275,-0.000612634,-0.0042661,0.0359267
13.88,5.98525,4.60808,0.977973,0.367032,0.436511,0.0196822,-0.00160791,-0.00497263,0.0350138
13.89,5.98892,4.61245,0.978172,0.36701,0.436458,0.0200278,-0.00260319,-0.00567916,0.034101
13.9,5.99259,4.61681,0.978374,0.366979,0.436397,0.0203643,-0.00359847,-0.00638569,0.0331881
13.91,5.99626,4.62117,0.978579,0.366939,0.43633,0.0206916,-0.00459375,-0.00709222,0.0322753
13.92,5.99993,4.62554,0.978787,0.366888,0.436255,0.0210098,-0.00558903,-0.00779875,0.0313624
13.93,6.0036,4.6299,0.978999,0.366827,0.436174,0.0213188,-0.00658431,-0.00850528,0.0304496
13.94,6.00727,4.63426,0.979214,0.366756,0.436085,0.0216188,-0.00757958,-0.00921181,0.0295368
13.95,6.01094,4.63862,0.979431,0.366675,0.43599,0.0219096,-0.00857486,-0.00991834,0.0286239
13.96,6.0146,4.64298,0.979652,0.366584,0.435887,0.0221912,-0.00957014,-0.0106249,0.0277111
13.97,6.01827,4.64734,0.979875,0.366484,0.435777,0.0224638,-0.0105654,-0.0113314,0.0267982
13.98,6.02193,4.6517,0.980101,0.366373,0.43566,0.0227272,-0.0115607,-0.0120379,0.0258854
13.99,6.02559,4.65605,0.98033,0.366253,0.435536,0.0229815,-0.012556,-0.0127445,0.0249725
14,6.02926,4.66041,0.980561,0.366122,0.435405,0.0232266,-0.0135513,-0.013451,0.0240597
14.01,6.03292,4.66476,0.980794,0.365982,0.435267,0.0234627,-0.0145465,-0.0141575,0.0231468
14.02,6.03658,4.66911,0.98103,0.365831,0.435122,0.0236896,-0.0155418,-0.014864,0.022234
14.03,6.04023,4.67346,0.981268,0.365671,0.43497,0.0239074,-0.0165371,-0.0155706,0.0213211
14.04,6.04389,4.67781,0.981508,0.3655,0.434811,0.024116,-0.0175324,-0.0162771,0.0204083
14.05,6.04754,4.68216,0.98175,0.36532,0.434645,0.0243155,-0.0185277,-0.0169836,0.0194954
14.06,6.04903,4.68392,0.981849,0.365244,0.434575,0.0243939,-0.0189316,-0.0172704,0.0191249
14.07,6.05268,4.68827,0.982094,0.365058,0.434406,0.0245803,-0.0183511,-0.0164971,0.0181593
14.08,6.05633,4.69261,0.982341,0.364877,0.434245,0.0247571,-0.0177705,-0.0157237,0.0171937
14.09,6.05998,4.69695,0.982589,0.364702,0.434092,0.0249242,-0.01719,-0.0149504,0.0162281
14.1,6.06362,4.70129,0.982839,0.364533,0.433946,0.0250817,-0.0166095,-0.0141771,0.0152625
14.11,6.06727,4.70563,0.983091,0.36437,0.433808,0.0252294,-0.0160289,-0.0134037,0.0142969
14.12,6.07091,4.70997,0.983344,0.364213,0.433678,0.0253676,-0.0154484,-0.0126304,0.0133313
14.13,6.07455,4.7143,0.983598,0.364061,0.433556,0.0254961,-0.0148678,-0.0118571,0.0123657
14.14,6.07819,4.71864,0.983853,0.363915,0.433441,0.0256149,-0.0142873,-0.0110837,0.0114001
14.15,6.08183,4.72297,0.98411,0.363775,0.433334,0.0257241,-0.0137067,-0.0103104,0.0104344
14.16,6.08547,4.72731,0.984368,0.363641,0.433235,0.0258236,-0.0131262,-0.00953705,0.00946884
14.17,6.0891,4.73164,0.984627,0.363513,0.433143,0.0259135,-0.0125457,-0.00876371,0.00850323
14.18,6.09274,4.73597,0.984886,0.36339,0.433059,0.0259937,-0.0119651,-0.00799038,0.00753762
14.19,6.09637,4.7403,0.985146,0.363273,0.432983,0.0260642,-0.0113846,-0.00721704,0.00657201
14.2,6.1,4.74463,0.985407,0.363163,0.432915,0.0261251,-0.010804,-0.0064437,0.0056064
14.21,6.10363,4.74896,0.985669,0.363057,0.432855,0.0261763,-0.0102235,-0.00567037,0.00464079
14.22,6.10726,4.75329,0.985931,0.362958,0.432802,0.0262179,-0.00964296,-0.00489703,0.00367518
14.23,6.11089,4.75761,0.986193,0.362865,0.432757,0.0262498,-0.00906242,-0.0041237,0.00270957
14.24,6.11452,4.76194,0.986456,0.362777,0.432719,0.0262721,-0.00848187,-0.00335036,0.00174397
14.25,6.11815,4.76627,0.986719,0.362695,0.43269,0.0262847,-0.00790133,-0.00257703,0.000778356
14.26,6.12177,4.77059,0.986982,0.362619,0.432668,0.0262877,-0.00732079,-0.00180369,-0.000187252
14.27,6.1254,4.77492,0.987244,0.362548,0.432653,0.026281,-0.00674025,-0.00103036,-0.00115286
14.28,6.12902,4.77925,0.987507,0.362484,0.432647,0.0262646,-0.00615971,-0.000257019,-0.00211847
14.29,6.13265,4.78357,0.98777,0.362425,0.432648,0.0262386,-0.00557917,0.000516316,-0.00308408
14.3,6.13627,4.7879,0.988032,0.362372,0.432657,0.0262029,-0.00499863,0.00128965,-0.00404969
14.31,6.1399,4.79223,0.988294,0.362325,0.432674,0.0261576,-0.00441808,0.00206299,-0.0050153
14.32,6.14352,4.79655,0.988555,0.362284,0.432699,0.0261026,-0.00383754,0.00283632,-0.00598091
14.33,6.14714,4.80088,0.988816,0.362249,0.432731,0.026038,-0.003257,0.00360966,-0.00694651
14.34,6.15076,4.80521,0.989076,0.362219,0.432771,0.0259637,-0.00267646,0.00438299,-0.00791212
14.35,6.15439,4.80954,0.989335,0.362195,0.432819,0.0258797,-0.00209592,0.00515633,-0.00887773
14.36,6.15801,4.81387,0.989593,0.362177,0.432874,0.0257861,-0.00151538,0.00592967,-0.00984334
14.37,6.16163,4.81819,0.989851,0.362165,0.432937,0.0256829,-0.000934836,0.006703,-0.0108089
14.38,6.16525,4.82252,0.990107,0.362158,0.433008,0.02557,-0.000354294,0.00747634,-0.0117746
14.39,6.16887,4.82685,0.990362,0.362158,0.433087,0.0254474,0.000226247,0.00824967,-0.0127402
14.4,6.1725,4.83119,0.990616,0.362163,0.433173,0.0253152,0.000806789,0.00902301,-0.0137058
14.41,6.17612,4.83552,0.990868,0.362174,0.433267,0.0251733,0.00138733,0.00979634,-0.0146714
14.42,6.17974,4.83985,0.991119,0.362191,0.433369,0.0250217,0.00196787,0.0105697,-0.015637
14.43,6.18336,4.84419,0.991369,0.362213,0.433478,0.0248605,0.00254841,0.011343,-0.0166026
14.44,6.18698,4.84852,0.991616,0.362242,0.433596,0.0246897,0.00312895,0.0121163,-0.0175682
14.45,6.19061,4.85286,0.991862,0.362276,0.433721,0.0245092,0.0037095,0.0128897,-0.0185338
14.46,6.19423,4.8572,0.992107,0.362316,0.433854,0.024319,0.00429004,0.013663,-0.0194994
14.47,6.19785,4.86153,0.992349,0.362361,0.433994,0.0241192,0.00487058,0.0144364,-0.020465
14.48,6.20148,4.86588,0.992589,0.362413,0.434142,0.0239097,0.00545112,0.0152097,-0.0214306
14.49,6.20385,4.86872,0.992745,0.36245,0.434244,0.023767,0.00583209,0.0157172,-0.0220643
14.5,6.20748,4.87307,0.992982,0.362499,0.434399,0.023548,0.00391096,0.0153003,-0.0217256
14.51,6.2111,4.87741,0.993216,0.362528,0.43455,0.0233325,0.00198984,0.0148834,-0.021387
14.52,6.21473,4.88176,0.993449,0.362539,0.434697,0.0231203,6.87212e-05,0.0144664,-0.0210483
14.53,6.21835,4.88611,0.993679,0.36253,0.434839,0.0229115,-0.0018524,0.0140495,-0.0207096
14.54,6.22198,4.89046,0.993907,0.362502,0.434978,0.0227061,-0.00377352,0.0136326,-0.0203709
14.55,6.2256,4.89481,0.994133,0.362454,0.435112,0.0225041,-0.00569464,0.0132157,-0.0200323
14.56,6.22923,4.89916,0.994357,0.362388,0.435242,0.0223055,-0.00761577,0.0127988,-0.0196936
14.57,6.23285,4.90351,0.994579,0.362302,0.435368,0.0221102,-0.00953689,0.0123819,-0.0193549
14.58,6.23648,4.90787,0.994799,0.362197,0.435489,0.0219184,-0.011458,0.011965,-0.0190163
14.59,6.2401,4.91222,0.995017,0.362073,0.435607,0.0217299,-0.0133791,0.0115481,-0.0186776
14.6,6.24372,4.91658,0.995234,0.361929,0.43572,0.0215448,-0.0153003,0.0111311,-0.0183389
14.61,6.24733,4.92093,0.995448,0.361767,0.43583,0.0213631,-0.0172214,0.0107142,-0.0180003
14.62,6.25095,4.92529,0.995661,0.361585,0.435935,0.0211848,-0.0191425,0.0102973,-0.0176616
14.63,6.25457,4.92965,0.995872,0.361384,0.436036,0.0210099,-0.0210636,0.00988041,-0.0173229
14.64,6.25818,4.93401,0.996081,0.361164,0.436132,0.0208383,-0.0229847,0.0094635,-0.0169842
14.65,6.26179,4.93838,0.996289,0.360924,0.436225,0.0206702,-0.0249059,0.00904658,-0.0166456
14.66,6.2654,4.94274,0.996495,0.360666,0.436313,0.0205054,-0.026827,0.00862967,-0.0163069
14.67,6.269,4.9471,0.996699,0.360388,0.436397,0.0203441,-0.0287481,0.00821276,-0.0159682
14.68,6.27261,4.95147,0.996902,0.360091,0.436478,0.0201861,-0.0306692,0.00779585,-0.0156296
14.69,6.2762,4.95583,0.997103,0.359774,0.436553,0.0200315,-0.0325903,0.00737894,-0.0152909
14.7,6.2798,4.9602,0.997302,0.359439,0.436625,0.0198803,-0.0345115,0.00696202,-0.0149522
14.71,6.28339,4.96456,0.9975,0.359084,0.436693,0.0197324,-0.0364326,0.00654511,-0.0146135
14.72,6.28698,4.96893,0.997697,0.35871,0.436756,0.019588,-0.0383537,0.0061282,-0.0142749
14.73,6.29057,4.9733,0.997892,0.358317,0.436815,0.0194469,-0.0402748,0.00571129,-0.0139362
14.74,6.29415,4.97767,0.998086,0.357905,0.43687,0.0193093,-0.042196,0.00529438,-0.0135975
14.75,6.29773,4.98204,0.998278,0.357473,0.436921,0.019175,-0.0441171,0.00487746,-0.0132589
14.76,6.3013,4.98641,0.998469,0.357022,0.436968,0.0190441,-0.0460382,0.00446055,-0.0129202
14.77,6.30487,4.99078,0.998659,0.356552,0.43701,0.0189166,-0.0479593,0.00404364,-0.0125815
14.78,6.30843,4.99515,0.998848,0.356063,0.437049,0.0187925,-0.0498804,0.00362673,-0.0122429
14.79,6.31199,4.99952,0.999035,0.355555,0.437083,0.0186717,-0.0518016,0.00320982,-0.0119042
14.8,6.31554,5.00389,0.999221,0.355027,0.437113,0.0185544,-0.0537227,0.0027929,-0.0115655
14.81,6.31909,5.00826,0.999406,0.35448,0.437139,0.0184404,-0.0556438,0.00237599,-0.0112268
14.82,6.32263,5.01263,0.99959,0.353914,0.43716,0.0183298,-0.0575649,0.00195908,-0.0108882
14.83,6.32617,5.017,0.999773,0.353329,0.437178,0.0182226,-0.0594861,0.00154217,-0.0105495
14.84,6.3297,5.02137,0.999954,0.352724,0.437191,0.0181188,-0.0614072,0.00112526,-0.0102108
14.85,6.33322,5.02575,1.00014,0.352101,0.4372,0.0180184,-0.0633283,0.000708345,-0.00987216
14.86,6.33674,5.03012,1.00031,0.351458,0.437205,0.0179214,-0.0652494,0.000291433,-0.00953348
14.87,6.34025,5.03449,1.00049,0.350796,0.437206,0.0178278,-0.0671705,-0.000125479,-0.00919481
14.88,6.34375,5.03886,1.00067,0.350115,0.437203,0.0177375,-0.0690917,-0.000542391,-0.00885614
14.89,6.34725,5.04323,1.00085,0.349414,0.437195,0.0176506,-0.0710128,-0.000959303,-0.00851747
14.9,6.35074,5.04761,1.00102,0.348694,0.437184,0.0175672,-0.0729339,-0.00137621,-0.0081788
14.91,6.35423,5.05198,1.0012,0.347955,0.437168,0.0174871,-0.074855,-0.00179313,-0.00784013
14.92,6.3577,5.05635,1.00137,0.347197,0.437148,0.0174104,-0.0767761,-0.00221004,-0.00750146
14.93,6.35828,5.05708,1.0014,0.347068,0.437144,0.0173978,-0.0770987,-0.00228004,-0.00744459
14.94,6.36175,5.06146,1.00158,0.346304,0.437125,0.0173243,-0.0756394,-0.00157261,-0.00726266
14.95,6.36521,5.06583,1.00175,0.345555,0.437113,0.0172525,-0.0741801,-0.00086517,-0.00708072
14.96,6.36866,5.0702,1.00192,0.344821,0.437107,0.0171827,-0.0727207,-0.000157734,-0.00689878
14.97,6.37211,5.07457,1.00209,0.344101,0.437109,0.0171146,-0.0712614,0.000549702,-0.00671685
14.98,6.37554,5.07894,1.00226,0.343395,0.437118,0.0170483,-0.0698021,0.00125714,-0.00653491
14.99,6.37897,5.08331,1.00243,0.342705,0.437135,0.0169839,-0.0683427,0.00196457,-0.00635297
15,6.3824,5.08768,1.0026,0.342029,0.437158,0.0169213,-0.0668834,0.00267201,-0.00617104
15.01,6.38582,5.09205,1.00277,0.341367,0.437188,0.0168605,-0.0654241,0.00337945,-0.0059891
15.02,6.38923,5.09643,1.00294,0.34072,0.437225,0.0168015,-0.0639647,0.00408688,-0.00580716
15.03,6.39263,5.1008,1.00311,0.340088,0.43727,0.0167443,-0.0625054,0.00479432,-0.00562523
15.04,6.39603,5.10517,1.00328,0.33947,0.437321,0.016689,-0.0610461,0.00550175,-0.00544329
15.05,6.39942,5.10955,1.00344,0.338867,0.43738,0.0166354,-0.0595867,0.00620919,-0.00526136
15.06,6.4028,5.11392,1.00361,0.338278,0.437445,0.0165837,-0.0581274,0.00691663,-0.00507942
15.07,6.40618,5.11829,1.00377,0.337704,0.437518,0.0165339,-0.0566681,0.00762406,-0.00489748
15.08,6.40956,5.12267,1.00394,0.337145,0.437598,0.0164858,-0.0552087,0.0083315,-0.00471555
15.09,6.41293,5.12705,1.0041,0.3366,0.437685,0.0164395,-0.0537494,0.00903893,-0.00453361
15.1,6.41629,5.13142,1.00427,0.33607,0.437779,0.0163951,-0.0522901,0.00974637,-0.00435167
15.11,6.41965,5.1358,1.00443,0.335554,0.43788,0.0163525,-0.0508308,0.0104538,-0.00416974
15.12,6.423,5.14018,1.0046,0.335053,0.437988,0.0163117,-0.0493714,0.0111612,-0.0039878
15.13,6.42635,5.14456,1.00476,0.334567,0.438103,0.0162728,-0.0479121,0.0118687,-0.00380586
15.14,6.42969,5.14894,1.00492,0.334095,0.438225,0.0162356,-0.0464528,0.0125761,-0.00362393
15.15,6.43303,5.15333,1.00508,0.333638,0.438354,0.0162003,-0.0449934,0.0132835,-0.00344199
15.16,6.43637,5.15771,1.00524,0.333195,0.438491,0.0161668,-0.0435341,0.013991,-0.00326005
15.17,6.4397,5.1621,1.00541,0.332767,0.438634,0.0161351,-0.0420748,0.0146984,-0.00307812
15.18,6.44302,5.16648,1.00557,0.332354,0.438785,0.0161052,-0.0406154,0.0154059,-0.00289618
15.19,6.44634,5.17087,1.00573,0.331955,0.438942,0.0160772,-0.0391561,0.0161133,-0.00271424
15.2,6.44966,5.17526,1.00589,0.331571,0.439107,0.0160509,-0.0376968,0.0168207,-0.00253231
15.21,6.45297,5.17965,1.00605,0.331201,0.439279,0.0160265,-0.0362374,0.0175282,-0.00235037
15.22,6.45629,5.18405,1.00621,0.330846,0.439458,0.0160039,-0.0347781,0.0182356,-0.00216843
15.23,6.45959,5.18844,1.00637,0.330505,0.439644,0.0159831,-0.0333188,0.018943,-0.0019865
15.24,6.4629,5.19284,1.00653,0.330179,0.439836,0.0159642,-0.0318594,0.0196505,-0.00180456
15.25,6.4662,5.19724,1.00669,0.329868,0.440037,0.015947,-0.0304001,0.0203579,-0.00162262
15.26,6.46949,5.20164,1.00685,0.329571,0.440244,0.0159317,-0.0289408,0.0210653,-0.00144069
15.27,6.47279,5.20604,1.00701,0.329289,0.440458,0.0159182,-0.0274814,0.0217728,-0.00125875
15.28,6.47608,5.21045,1.00717,0.329022,0.440679,0.0159066,-0.0260221,0.0224802,-0.00107682
15.29,6.47937,5.21486,1.00733,0.328769,0.440907,0.0158967,-0.0245628,0.0231877,-0.000894879
15.3,6.48265,5.21927,1.00748,0.328531,0.441143,0.0158887,-0.0231034,0.0238951,-0.000712942
15.31,6.48594,5.22368,1.00764,0.328307,0.441385,0.0158824,-0.0216441,0.0246025,-0.000531006
15.32,6.48922,5.2281,1.0078,0.328098,0.441635,0.015878,-0.0201848,0.02531,-0.000349069
15.33,6.4925,5.23251,1.00796,0.327903,0.441892,0.0158755,-0.0187255,0.0260174,-0.000167133
15.34,6.49578,5.23693,1.00812,0.327723,0.442155,0.0158747,-0.0172661,0.0267248,1.48038e-05
15.35,6.49905,5.24136,1.00828,0.327558,0.442426,0.0158758,-0.0158068,0.0274323,0.00019674
15.36,6.50233,5.24578,1.00844,0.327407,0.442704,0.0158786,-0.0143475,0.0281397,0.000378677
15.37,6.5056,5.25021,1.0086,0.327271,0.442989,0.0158833,-0.0128881,0.0288471,0.000560613
15.38,6.50583,5.25052,1.00861,0.327262,0.443009,0.0158837,-0.0127875,0.0288959,0.000573162
15.39,6.5091,5.25495,1.00877,0.327135,0.443294,0.0158901,-0.0126212,0.0282214,0.000702003
15.4,6.51237,5.25938,1.00892,0.32701,0.443573,0.0158978,-0.0124549,0.0275469,0.000830844
15.41,6.51564,5.26382,1.00908,0.326886,0.443845,0.0159067,-0.0122887,0.0268724,0.000959685
15.42,6.51891,5.26826,1.00924,0.326764,0.444111,0.015917,-0.0121224,0.0261979,0.00108853
15.43,6.52218,5.2727,1.0094,0.326643,0.444369,0.0159285,-0.0119561,0.0255234,0.00121737
15.44,6.52544,5.27715,1.00956,0.326525,0.444621,0.0159413,-0.0117899,0.0248489,0.00134621
15.45,6.52871,5.28159,1.00972,0.326408,0.444866,0.0159554,-0.0116236,0.0241744,0.00147505
15.46,6.53197,5.28604,1.00988,0.326292,0.445105,0.0159708,-0.0114574,0.0234999,0.00160389
15.47,6.53523,5.2905,1.01004,0.326178,0.445336,0.0159875,-0.0112911,0.0228254,0.00173273
15.48,6.53849,5.29495,1.0102,0.326066,0.445561,0.0160055,-0.0111248,0.0221509,0.00186157
15.49,6.54175,5.29941,1.01036,0.325956,0.445779,0.0160247,-0.0109586,0.0214764,0.00199041
15.5,6.54501,5.30387,1.01052,0.325847,0.445991,0.0160453,-0.0107923,0.0208019,0.00211925
15.51,6.54827,5.30833,1.01068,0.32574,0.446195,0.0160671,-0.010626,0.0201274,0.00224809
15.52,6.55153,5.31279,1.01084,0.325635,0.446393,0.0160902,-0.0104598,0.0194529,0.00237693
15.53,6.55478,5.31725,1.011,0.325531,0.446584,0.0161146,-0.0102935,0.0187784,0.00250577
15.54,6.55804,5.32172,1.01116,0.325429,0.446769,0.0161403,-0.0101272,0.0181039,0.00263462
15.55,6.56129,5.32619,1.01133,0.325328,0.446946,0.0161673,-0.00996097,0.0174294,0.00276346
15.56,6.56454,5.33066,1.01149,0.32523,0.447117,0.0161956,-0.0097947,0.0167549,0.0028923
15.57,6.5678,5.33513,1.01165,0.325132,0.447281,0.0162252,-0.00962844,0.0160804,0.00302114
15.58,6.57105,5.33961,1.01181,0.325037,0.447439,0.016256,-0.00946217,0.0154058,0.00314998
15.59,6.5743,5.34408,1.01198,0.324943,0.44759,0.0162882,-0.00929591,0.0147313,0.00327882
15.6,6.57755,5.34856,1.01214,0.324851,0.447734,0.0163216,-0.00912964,0.0140568,0.00340766
15.61,6.58079,5.35304,1.0123,0.324761,0.447871,0.0163563,-0.00896338,0.0133823,0.0035365
15.62,6.58404,5.35752,1.01247,0.324672,0.448001,0.0163923,-0.00879711,0.0127078,0.00366534
15.63,6.58729,5.362,1.01263,0.324585,0.448125,0.0164296,-0.00863085,0.0120333,0.00379418
15.64,6.59053,5.36648,1.01279,0.324499,0.448242,0.0164682,-0.00846458,0.0113588,0.00392302
15.65,6.59378,5.37096,1.01296,0.324415,0.448352,0.0165081,-0.00829832,0.0106843,0.00405187
15.66,6.59702,5.37544,1.01312,0.324333,0.448456,0.0165493,-0.00813205,0.0100098,0.00418071
15.67,6.60026,5.37993,1.01329,0.324253,0.448552,0.0165917,-0.00796579,0.00933531,0.00430955
15.68,6.60351,5.38442,1.01346,0.324174,0.448642,0.0166355,-0.00779952,0.0086608,0.00443839
15.69,6.60675,5.3889,1.01362,0.324097,0.448725,0.0166805,-0.00763326,0.0079863,0.00456723
15.7,6.60999,5.39339,1.01379,0.324021,0.448802,0.0167268,-0.00746699,0.00731179,0.00469607
15.71,6.61323,5.39788,1.01396,0.323947,0.448872,0.0167744,-0.00730073,0.00663729,0.00482491
15.72,6.61647,5.40237,1.01412,0.323875,0.448935,0.0168233,-0.00713446,0.00596279,0.00495375
15.73,6.61971,5.40686,1.01429,0.323805,0.448991,0.0168735,-0.0069682,0.00528828,0.00508259
15.74,6.62294,5.41135,1.01446,0.323736,0.44904,0.0169249,-0.00680193,0.00461378,0.00521143
15.75,6.62618,5.41584,1.01463,0.323669,0.449083,0.0169777,-0.00663567,0.00393927,0.00534027
15.76,6.62942,5.42033,1.0148,0.323603,0.449119,0.0170318,-0.0064694,0.00326477,0.00546911
15.77,6.63265,5.42482,1.01497,0.323539,0.449149,0.0170871,-0.00630314,0.00259026,0.00559796
15.78,6.63589,5.42931,1.01514,0.323477,0.449171,0.0171437,-0.00613687,0.00191576,0.0057268
15.79,6.63912,5.4338,1.01532,0.323417,0.449187,0.0172016,-0.00597061,0.00124125,0.00585564
15.8,6.64236,5.4383,1.01549,0.323358,0.449196,0.0172608,-0.00580434,0.00056675,0.00598448
15.81,6.64559,5.44279,1.01566,0.323301,0.449198,0.0173213,-0.00563808,-0.000107754,0.00611332
15.82,6.6471,5.44489,1.01574,0.323274,0.449197,0.01735,-0.00556036,-0.000423047,0.00617355
15.83,6.65033,5.44938,1.01592,0.32322,0.449193,0.0174095,-0.00529941,-0.000330145,0.00571086
15.84,6.65356,5.45387,1.01609,0.323168,0.44919,0.0174642,-0.00503846,-0.000237242,0.00524818
15.85,6.6568,5.45836,1.01626,0.323119,0.449188,0.0175144,-0.0047775,-0.00014434,0.0047855
15.86,6.66003,5.46286,1.01644,0.323073,0.449187,0.01756,-0.00451655,-5.14371e-05,0.00432281
15.87,6.66326,5.46735,1.01662,0.323029,0.449187,0.0176009,-0.0042556,4.14654e-05,0.00386013
15.88,6.66649,5.47184,1.01679,0.322988,0.449188,0.0176372,-0.00399465,0.000134368,0.00339745
15.89,6.66972,5.47633,1.01697,0.322949,0.44919,0.0176688,-0.00373369,0.00022727,0.00293476
15.9,6.67295,5.48082,1.01715,0.322913,0.449193,0.0176959,-0.00347274,0.000320173,0.00247208
15.91,6.67618,5.48531,1.01732,0.32288,0.449196,0.0177183,-0.00321179,0.000413075,0.0020094
15.92,6.6794,5.48981,1.0175,0.322849,0.449201,0.017736,-0.00295084,0.000505978,0.00154671
15.93,6.68263,5.4943,1.01768,0.322821,0.449207,0.0177492,-0.00268989,0.00059888,0.00108403
15.94,6.68586,5.49879,1.01785,0.322795,0.449213,0.0177577,-0.00242893,0.000691783,0.000621347
15.95,6.68909,5.50328,1.01803,0.322772,0.44922,0.0177616,-0.00216798,0.000784685,0.000158664
15.96,6.69232,5.50778,1.01821,0.322752,0.449229,0.0177609,-0.00190703,0.000877588,-0.000304019
