
==============================
REPLAN_ID,1
==============================
t,x,y,z,vx,vy,vz,ax,ay,az
22.21,-0.533224,4.64338,0.773555,-0.231787,0.524506,0.0355438,0.0714283,0.0497348,0.0136183
22.22,-0.535538,4.64863,0.773911,-0.231072,0.524998,0.0356774,0.071646,0.0486703,0.0131003
22.23,-0.537845,4.65388,0.774268,-0.230354,0.525479,0.0358058,0.0718637,0.0476059,0.0125823
22.24,-0.540145,4.65914,0.774627,-0.229634,0.52595,0.035929,0.0720815,0.0465415,0.0120642
22.25,-0.542438,4.6644,0.774987,-0.228913,0.52641,0.0360471,0.0722992,0.045477,0.0115462
22.26,-0.544723,4.66967,0.775348,-0.228188,0.52686,0.0361599,0.0725169,0.0444126,0.0110282
22.27,-0.547001,4.67494,0.77571,-0.227462,0.527298,0.0362676,0.0727346,0.0433481,0.0105102
22.28,-0.549272,4.68021,0.776073,-0.226734,0.527726,0.0363702,0.0729523,0.0422837,0.00999216
22.29,-0.551536,4.68549,0.776437,-0.226003,0.528144,0.0364675,0.07317,0.0412192,0.00947414
22.3,-0.553792,4.69078,0.776802,-0.22527,0.528551,0.0365596,0.0733878,0.0401548,0.00895612
22.31,-0.556041,4.69606,0.777169,-0.224535,0.528947,0.0366466,0.0736055,0.0390903,0.00843809
22.32,-0.558283,4.70136,0.777535,-0.223798,0.529333,0.0367284,0.0738232,0.0380259,0.00792007
22.33,-0.560517,4.70665,0.777903,-0.223059,0.529708,0.036805,0.0740409,0.0369615,0.00740205
22.34,-0.562744,4.71195,0.778271,-0.222317,0.530072,0.0368764,0.0742586,0.035897,0.00688403
22.35,-0.564964,4.71725,0.778641,-0.221574,0.530426,0.0369427,0.0744763,0.0348326,0.00636601
22.36,-0.567176,4.72256,0.77901,-0.220828,0.530769,0.0370038,0.0746941,0.0337681,0.00584798
22.37,-0.568739,4.72632,0.779273,-0.220298,0.531005,0.0370439,0.0748483,0.0330139,0.00548092
22.38,-0.570938,4.73163,0.779643,-0.219545,0.531332,0.0370964,0.0758293,0.0322627,0.00501791
22.39,-0.57313,4.73695,0.780015,-0.218781,0.53165,0.0371443,0.0768103,0.0315115,0.0045549
22.4,-0.575313,4.74227,0.780386,-0.218008,0.531962,0.0371875,0.0777913,0.0307603,0.0040919
22.41,-0.57749,4.74759,0.780758,-0.217226,0.532266,0.0372261,0.0787723,0.0300091,0.00362889
22.42,-0.579658,4.75291,0.781131,-0.216433,0.532562,0.0372601,0.0797533,0.0292579,0.00316588
22.43,-0.581818,4.75824,0.781503,-0.215631,0.532851,0.0372894,0.0807343,0.0285067,0.00270287
22.44,-0.583971,4.76357,0.781877,-0.214818,0.533132,0.0373141,0.0817153,0.0277555,0.00223987
22.45,-0.586115,4.7689,0.78225,-0.213996,0.533406,0.0373342,0.0826963,0.0270043,0.00177686
22.46,-0.58825,4.77424,0.782623,-0.213164,0.533672,0.0373497,0.0836773,0.0262531,0.00131385
22.47,-0.590378,4.77957,0.782997,-0.212323,0.533931,0.0373605,0.0846583,0.0255019,0.000850844
22.48,-0.592497,4.78491,0.78337,-0.211471,0.534182,0.0373667,0.0856393,0.0247507,0.000387837
22.49,-0.594607,4.79026,0.783744,-0.21061,0.534426,0.0373682,0.0866203,0.0239995,-7.51706e-05
22.5,-0.596709,4.7956,0.784118,-0.209739,0.534662,0.0373652,0.0876013,0.0232483,-0.000538178
22.51,-0.598802,4.80095,0.784491,-0.208858,0.534891,0.0373575,0.0885823,0.0224971,-0.00100119
22.52,-0.600886,4.8063,0.784865,-0.207967,0.535112,0.0373451,0.0895633,0.0217459,-0.00146419
22.53,-0.602961,4.81165,0.785238,-0.207067,0.535326,0.0373282,0.0905443,0.0209947,-0.0019272
22.54,-0.605027,4.81701,0.785611,-0.206156,0.535532,0.0373066,0.0915253,0.0202435,-0.00239021
22.55,-0.607084,4.82236,0.785984,-0.205236,0.535731,0.0372804,0.0925063,0.0194923,-0.00285321
22.56,-0.609132,4.82772,0.786357,-0.204306,0.535922,0.0372495,0.0934873,0.0187411,-0.00331622
22.57,-0.611171,4.83308,0.786729,-0.203366,0.536106,0.0372141,0.0944683,0.0179899,-0.00377923
22.58,-0.613199,4.83844,0.787101,-0.202417,0.536282,0.037174,0.0954493,0.0172387,-0.00424224
22.59,-0.615219,4.84381,0.787473,-0.201457,0.53645,0.0371292,0.0964303,0.0164875,-0.00470524
22.6,-0.617229,4.84917,0.787844,-0.200488,0.536611,0.0370799,0.0974113,0.0157363,-0.00516825
22.61,-0.619229,4.85454,0.788214,-0.199509,0.536765,0.0370259,0.0983923,0.0149851,-0.00563126
22.62,-0.621219,4.85991,0.788584,-0.19852,0.536911,0.0369672,0.0993733,0.0142339,-0.00609427
22.63,-0.623199,4.86528,0.788954,-0.197522,0.53705,0.036904,0.100354,0.0134827,-0.00655727
22.64,-0.625169,4.87065,0.789322,-0.196513,0.537181,0.0368361,0.101335,0.0127315,-0.00702028
22.65,-0.627129,4.87602,0.78969,-0.195495,0.537304,0.0367636,0.102316,0.0119803,-0.00748329
22.66,-0.629079,4.8814,0.790058,-0.194467,0.53742,0.0366864,0.103297,0.0112291,-0.0079463
22.67,-0.631018,4.88677,0.790424,-0.193429,0.537529,0.0366046,0.104278,0.010478,-0.0084093
22.68,-0.632948,4.89215,0.79079,-0.192381,0.53763,0.0365182,0.105259,0.00972675,-0.00887231
22.69,-0.634866,4.89752,0.791154,-0.191324,0.537723,0.0364272,0.10624,0.00897556,-0.00933532
22.7,-0.636774,4.9029,0.791518,-0.190257,0.537809,0.0363315,0.107221,0.00822436,-0.00979832
22.71,-0.638671,4.90828,0.791881,-0.189179,0.537888,0.0362312,0.108202,0.00747316,-0.0102613
22.72,-0.640558,4.91366,0.792243,-0.188093,0.537959,0.0361263,0.109183,0.00672196,-0.0107243
22.73,-0.640812,4.91439,0.792292,-0.187945,0.537968,0.0361117,0.109316,0.00662024,-0.010787
22.74,-0.642686,4.91977,0.792652,-0.186847,0.538039,0.0360052,0.110276,0.00765563,-0.0105252
22.75,-0.644549,4.92515,0.793012,-0.185739,0.538121,0.0359012,0.111236,0.00869103,-0.0102633
22.76,-0.646401,4.93053,0.79337,-0.184622,0.538213,0.0357999,0.112196,0.00972642,-0.0100014
22.77,-0.648241,4.93591,0.793728,-0.183495,0.538316,0.0357012,0.113156,0.0107618,-0.00973957
22.78,-0.650071,4.9413,0.794084,-0.182359,0.538428,0.0356051,0.114116,0.0117972,-0.0094777
22.79,-0.651889,4.94668,0.79444,-0.181213,0.538552,0.0355116,0.115076,0.0128326,-0.00921583
22.8,-0.653695,4.95207,0.794795,-0.180057,0.538685,0.0354208,0.116036,0.013868,-0.00895396
22.81,-0.65549,4.95745,0.795148,-0.178892,0.538829,0.0353326,0.116996,0.0149034,-0.00869209
22.82,-0.657273,4.96284,0.795501,-0.177717,0.538983,0.035247,0.117956,0.0159388,-0.00843023
22.83,-0.659044,4.96823,0.795853,-0.176533,0.539148,0.035164,0.118916,0.0169742,-0.00816836
22.84,-0.660803,4.97363,0.796205,-0.175339,0.539323,0.0350836,0.119876,0.0180096,-0.00790649
22.85,-0.662551,4.97902,0.796555,-0.174135,0.539508,0.0350058,0.120836,0.019045,-0.00764462
22.86,-0.664286,4.98442,0.796905,-0.172922,0.539704,0.0349307,0.121796,0.0200804,-0.00738275
22.87,-0.666009,4.98981,0.797254,-0.1717,0.539909,0.0348582,0.122756,0.0211158,-0.00712089
22.88,-0.66772,4.99521,0.797602,-0.170467,0.540126,0.0347883,0.123716,0.0221511,-0.00685902
22.89,-0.669418,5.00062,0.797949,-0.169225,0.540353,0.034721,0.124676,0.0231865,-0.00659715
22.9,-0.671105,5.00602,0.798296,-0.167974,0.54059,0.0346563,0.125636,0.0242219,-0.00633528
22.91,-0.672778,5.01143,0.798643,-0.166713,0.540837,0.0345943,0.126596,0.0252573,-0.00607341
22.92,-0.674439,5.01684,0.798988,-0.165442,0.541095,0.0345349,0.127556,0.0262927,-0.00581154
22.93,-0.676087,5.02225,0.799333,-0.164161,0.541363,0.0344781,0.128516,0.0273281,-0.00554968
22.94,-0.677722,5.02767,0.799678,-0.162871,0.541641,0.0344239,0.129476,0.0283635,-0.00528781
22.95,-0.679344,5.03308,0.800022,-0.161572,0.54193,0.0343723,0.130436,0.0293989,-0.00502594
22.96,-0.680953,5.0385,0.800365,-0.160263,0.542229,0.0343234,0.131396,0.0304343,-0.00476407
22.97,-0.682549,5.04393,0.800708,-0.158944,0.542539,0.034277,0.132356,0.0314697,-0.0045022
22.98,-0.684132,5.04935,0.801051,-0.157616,0.542859,0.0342333,0.133316,0.0325051,-0.00424034
22.99,-0.685702,5.05479,0.801393,-0.156278,0.543189,0.0341922,0.134276,0.0335405,-0.00397847
23,-0.687258,5.06022,0.801735,-0.15493,0.543529,0.0341537,0.135236,0.0345759,-0.0037166
23.01,-0.6888,5.06566,0.802076,-0.153573,0.54388,0.0341179,0.136196,0.0356113,-0.00345473
23.02,-0.690329,5.0711,0.802417,-0.152206,0.544242,0.0340846,0.137156,0.0366467,-0.00319286
23.03,-0.691844,5.07654,0.802758,-0.15083,0.544613,0.034054,0.138116,0.0376821,-0.002931
23.04,-0.693346,5.08199,0.803098,-0.149444,0.544995,0.034026,0.139076,0.0387174,-0.00266913
23.05,-0.694833,5.08744,0.803438,-0.148048,0.545388,0.0340006,0.140036,0.0397528,-0.00240726
23.06,-0.696307,5.0929,0.803778,-0.146643,0.54579,0.0339779,0.140996,0.0407882,-0.00214539
23.07,-0.697766,5.09836,0.804118,-0.145228,0.546203,0.0339577,0.141956,0.0418236,-0.00188352
23.08,-0.699211,5.10382,0.804457,-0.143804,0.546627,0.0339402,0.142916,0.042859,-0.00162166
23.09,-0.700353,5.10818,0.804728,-0.142662,0.546972,0.0339281,0.143682,0.0436843,-0.00141292
23.1,-0.701772,5.11365,0.805067,-0.141238,0.547406,0.0339119,0.141009,0.0431643,-0.00182479
23.11,-0.703178,5.11913,0.805406,-0.139842,0.547835,0.0338916,0.138337,0.0426443,-0.00223666
23.12,-0.704569,5.12461,0.805745,-0.138472,0.548259,0.0338672,0.135665,0.0421243,-0.00264853
23.13,-0.705947,5.13009,0.806083,-0.137128,0.548678,0.0338386,0.132993,0.0416043,-0.0030604
23.14,-0.707312,5.13558,0.806422,-0.135812,0.549091,0.033806,0.130321,0.0410843,-0.00347227
23.15,-0.708664,5.14107,0.806759,-0.134522,0.549499,0.0337692,0.127649,0.0405643,-0.00388414
23.16,-0.710002,5.14657,0.807097,-0.133259,0.549902,0.0337283,0.124977,0.0400443,-0.00429601
23.17,-0.711329,5.15207,0.807434,-0.132022,0.5503,0.0336833,0.122305,0.0395242,-0.00470788
23.18,-0.712643,5.15758,0.807771,-0.130813,0.550693,0.0336341,0.119632,0.0390042,-0.00511976
23.19,-0.713945,5.16309,0.808107,-0.12963,0.55108,0.0335809,0.11696,0.0384842,-0.00553163
23.2,-0.715236,5.1686,0.808442,-0.128473,0.551462,0.0335235,0.114288,0.0379642,-0.0059435
23.21,-0.716515,5.17412,0.808777,-0.127344,0.551839,0.033462,0.111616,0.0374442,-0.00635537
23.22,-0.717783,5.17964,0.809111,-0.126241,0.552211,0.0333964,0.108944,0.0369242,-0.00676724
23.23,-0.71904,5.18516,0.809445,-0.125165,0.552578,0.0333267,0.106272,0.0364042,-0.00717911
23.24,-0.720286,5.19069,0.809778,-0.124116,0.552939,0.0332528,0.1036,0.0358842,-0.00759098
23.25,-0.721522,5.19622,0.81011,-0.123093,0.553296,0.0331749,0.100928,0.0353641,-0.00800285
23.26,-0.722748,5.20175,0.810441,-0.122097,0.553647,0.0330928,0.0982555,0.0348441,-0.00841472
23.27,-0.723964,5.20729,0.810772,-0.121128,0.553993,0.0330066,0.0955834,0.0343241,-0.00882659
23.28,-0.725171,5.21283,0.811102,-0.120185,0.554333,0.0329162,0.0929112,0.0338041,-0.00923846
23.29,-0.726368,5.21838,0.81143,-0.11927,0.554669,0.0328218,0.0902391,0.0332841,-0.00965033
23.3,-0.727556,5.22393,0.811758,-0.118381,0.554999,0.0327232,0.087567,0.0327641,-0.0100622
23.31,-0.728736,5.22948,0.812085,-0.117518,0.555324,0.0326205,0.0848949,0.0322441,-0.0104741
23.32,-0.729907,5.23503,0.81241,-0.116683,0.555644,0.0325137,0.0822227,0.0317241,-0.0108859
23.33,-0.731069,5.24059,0.812735,-0.115874,0.555958,0.0324028,0.0795506,0.0312041,-0.0112978
23.34,-0.732224,5.24615,0.813058,-0.115092,0.556268,0.0322878,0.0768785,0.030684,-0.0117097
23.35,-0.733371,5.25172,0.813381,-0.114336,0.556572,0.0321686,0.0742064,0.030164,-0.0121216
23.36,-0.734511,5.25728,0.813702,-0.113608,0.556871,0.0320454,0.0715343,0.029644,-0.0125334
23.37,-0.735643,5.26285,0.814022,-0.112906,0.557165,0.031918,0.0688621,0.029124,-0.0129453
23.38,-0.736769,5.26843,0.81434,-0.11223,0.557454,0.0317865,0.06619,0.028604,-0.0133572
23.39,-0.737888,5.274,0.814657,-0.111582,0.557737,0.0316508,0.0635179,0.028084,-0.013769
23.4,-0.739001,5.27958,0.814973,-0.11096,0.558015,0.0315111,0.0608458,0.027564,-0.0141809
23.41,-0.740107,5.28516,0.815288,-0.110365,0.558288,0.0313672,0.0581737,0.027044,-0.0145928
23.42,-0.741208,5.29075,0.8156,-0.109797,0.558556,0.0312192,0.0555015,0.0265239,-0.0150046
23.43,-0.742303,5.29633,0.815912,-0.109255,0.558819,0.0310671,0.0528294,0.0260039,-0.0154165
23.44,-0.743393,5.30192,0.816222,-0.10874,0.559076,0.0309109,0.0501573,0.0254839,-0.0158284
23.45,-0.744478,5.30752,0.81653,-0.108252,0.559328,0.0307505,0.0474852,0.0249639,-0.0162403
23.46,-0.745559,5.31311,0.816837,-0.10779,0.559575,0.0305861,0.0448131,0.0244439,-0.0166521
23.47,-0.746634,5.31871,0.817142,-0.107355,0.559817,0.0304175,0.0421409,0.0239239,-0.017064
23.48,-0.747334,5.32236,0.81734,-0.107086,0.559972,0.0303052,0.0403959,0.0235843,-0.017333
23.49,-0.748403,5.32796,0.817642,-0.106676,0.560209,0.0301311,0.0416146,0.0237764,-0.0174835
23.5,-0.749468,5.33357,0.817943,-0.106254,0.560448,0.0299555,0.0428332,0.0239685,-0.017634
23.51,-0.750528,5.33917,0.818241,-0.105819,0.560689,0.0297784,0.0440518,0.0241606,-0.0177845
23.52,-0.751584,5.34478,0.818538,-0.105373,0.560931,0.0295998,0.0452705,0.0243526,-0.017935
23.53,-0.752636,5.35039,0.818833,-0.104914,0.561176,0.0294197,0.0464891,0.0245447,-0.0180855
23.54,-0.753683,5.356,0.819127,-0.104443,0.561422,0.0292381,0.0477078,0.0247368,-0.018236
23.55,-0.754725,5.36162,0.819418,-0.10396,0.56167,0.029055,0.0489264,0.0249289,-0.0183865
23.56,-0.755762,5.36724,0.819708,-0.103464,0.561921,0.0288704,0.0501451,0.025121,-0.018537
23.57,-0.756794,5.37286,0.819996,-0.102957,0.562173,0.0286843,0.0513637,0.0253131,-0.0186875
23.58,-0.757821,5.37848,0.820281,-0.102437,0.562427,0.0284966,0.0525824,0.0255052,-0.018838
23.59,-0.758842,5.38411,0.820565,-0.101905,0.562683,0.0283075,0.053801,0.0256973,-0.0189884
23.6,-0.759859,5.38974,0.820848,-0.101361,0.562941,0.0281169,0.0550197,0.0258894,-0.0191389
23.61,-0.76087,5.39537,0.821128,-0.100805,0.563201,0.0279247,0.0562383,0.0260815,-0.0192894
23.62,-0.761875,5.401,0.821406,-0.100236,0.563463,0.0277311,0.057457,0.0262736,-0.0194399
23.63,-0.762874,5.40664,0.821682,-0.0996556,0.563726,0.0275359,0.0586756,0.0264657,-0.0195904
23.64,-0.763868,5.41227,0.821957,-0.0990627,0.563992,0.0273393,0.0598943,0.0266577,-0.0197409
23.65,-0.764856,5.41791,0.822229,-0.0984577,0.564259,0.0271411,0.0611129,0.0268498,-0.0198914
23.66,-0.765837,5.42356,0.8225,-0.0978405,0.564529,0.0269414,0.0623316,0.0270419,-0.0200419
23.67,-0.766812,5.42921,0.822768,-0.0972111,0.5648,0.0267403,0.0635502,0.027234,-0.0201924
23.68,-0.767781,5.43485,0.823034,-0.0965695,0.565073,0.0265376,0.0647689,0.0274261,-0.0203429
23.69,-0.768744,5.44051,0.823299,-0.0959157,0.565349,0.0263334,0.0659875,0.0276182,-0.0204934
23.7,-0.7697,5.44616,0.823561,-0.0952497,0.565626,0.0261277,0.0672062,0.0278103,-0.0206439
23.71,-0.770649,5.45182,0.823821,-0.0945716,0.565905,0.0259205,0.0684248,0.0280024,-0.0207944
23.72,-0.771591,5.45748,0.824079,-0.0938812,0.566186,0.0257118,0.0696435,0.0281945,-0.0209449
23.73,-0.772526,5.46314,0.824336,-0.0931787,0.566469,0.0255016,0.0708621,0.0283866,-0.0210954
23.74,-0.773454,5.46881,0.824589,-0.092464,0.566754,0.0252899,0.0720808,0.0285787,-0.0212459
23.75,-0.774375,5.47448,0.824841,-0.0917371,0.56704,0.0250767,0.0732994,0.0287707,-0.0213964
23.76,-0.775289,5.48015,0.825091,-0.090998,0.567329,0.024862,0.0745181,0.0289628,-0.0215469
23.77,-0.776195,5.48582,0.825339,-0.0902467,0.56762,0.0246458,0.0757367,0.0291549,-0.0216974
23.78,-0.777094,5.4915,0.825584,-0.0894833,0.567912,0.0244281,0.0769554,0.029347,-0.0218479
23.79,-0.777985,5.49718,0.825827,-0.0887076,0.568207,0.0242088,0.078174,0.0295391,-0.0219984
23.8,-0.778868,5.50287,0.826068,-0.0879198,0.568503,0.0239881,0.0793927,0.0297312,-0.0221489
23.81,-0.779743,5.50855,0.826307,-0.0871198,0.568801,0.0237658,0.0806113,0.0299233,-0.0222994
23.82,-0.780611,5.51424,0.826543,-0.0863075,0.569101,0.0235421,0.0818299,0.0301154,-0.0224499
23.83,-0.781469,5.51994,0.826778,-0.0854832,0.569404,0.0233168,0.0830486,0.0303075,-0.0226004
23.84,-0.78232,5.52563,0.82701,-0.0846466,0.569708,0.0230901,0.0842672,0.0304996,-0.0227509
23.85,-0.783162,5.53133,0.827239,-0.0837978,0.570013,0.0228618,0.0854859,0.0306917,-0.0229014
23.86,-0.783996,5.53703,0.827467,-0.0829369,0.570321,0.0226321,0.0867045,0.0308837,-0.0230519
23.87,-0.784059,5.53747,0.827484,-0.0828706,0.570345,0.0226144,0.0867977,0.0308984,-0.0230634
23.88,-0.784884,5.54317,0.827709,-0.0820037,0.57065,0.0223853,0.0865778,0.0300558,-0.0227689
23.89,-0.785699,5.54888,0.827932,-0.081139,0.570946,0.0221591,0.0863579,0.0292131,-0.0224743
23.9,-0.786507,5.55459,0.828152,-0.0802765,0.571234,0.0219358,0.086138,0.0283705,-0.0221798
23.91,-0.787305,5.5603,0.828371,-0.0794162,0.571514,0.0217155,0.0859181,0.0275278,-0.0218853
23.92,-0.788095,5.56602,0.828587,-0.0785582,0.571785,0.0214981,0.0856982,0.0266852,-0.0215908
23.93,-0.788876,5.57174,0.828801,-0.0777023,0.572047,0.0212836,0.0854783,0.0258426,-0.0212962
23.94,-0.789649,5.57746,0.829012,-0.0768486,0.572301,0.0210722,0.0852584,0.0249999,-0.0210017
23.95,-0.790413,5.58319,0.829222,-0.0759971,0.572547,0.0208636,0.0850385,0.0241573,-0.0207072
23.96,-0.791169,5.58891,0.82943,-0.0751478,0.572785,0.020658,0.0848186,0.0233146,-0.0204127
23.97,-0.791916,5.59464,0.829635,-0.0743007,0.573014,0.0204554,0.0845987,0.022472,-0.0201181
23.98,-0.792655,5.60037,0.829839,-0.0734559,0.573234,0.0202557,0.0843788,0.0216293,-0.0198236
23.99,-0.793385,5.60611,0.83004,-0.0726132,0.573446,0.0200589,0.0841589,0.0207867,-0.0195291
24,-0.794107,5.61184,0.83024,-0.0717727,0.57365,0.0198651,0.083939,0.019944,-0.0192346
24.01,-0.794821,5.61758,0.830438,-0.0709344,0.573845,0.0196742,0.0837191,0.0191014,-0.01894
24.02,-0.795526,5.62332,0.830634,-0.0700983,0.574032,0.0194863,0.0834992,0.0182588,-0.0186455
24.03,-0.796223,5.62906,0.830827,-0.0692644,0.57421,0.0193013,0.0832793,0.0174161,-0.018351
24.04,-0.796911,5.6348,0.83102,-0.0684327,0.57438,0.0191193,0.0830594,0.0165735,-0.0180565
24.05,-0.797591,5.64055,0.83121,-0.0676032,0.574542,0.0189402,0.0828395,0.0157308,-0.0177619
24.06,-0.798263,5.64629,0.831398,-0.0667759,0.574695,0.018764,0.0826196,0.0148882,-0.0174674
24.07,-0.798927,5.65204,0.831585,-0.0659508,0.574839,0.0185908,0.0823996,0.0140455,-0.0171729
24.08,-0.799582,5.65779,0.83177,-0.0651279,0.574976,0.0184206,0.0821797,0.0132029,-0.0168784
24.09,-0.800229,5.66354,0.831954,-0.0643072,0.575103,0.0182532,0.0819598,0.0123602,-0.0165838
24.1,-0.800868,5.66929,0.832135,-0.0634887,0.575223,0.0180889,0.0817399,0.0115176,-0.0162893
24.11,-0.801499,5.67505,0.832315,-0.0626724,0.575334,0.0179275,0.08152,0.010675,-0.0159948
24.12,-0.802122,5.6808,0.832494,-0.0618583,0.575436,0.017769,0.0813001,0.00983231,-0.0157003
24.13,-0.802736,5.68655,0.832671,-0.0610464,0.57553,0.0176135,0.0810802,0.00898967,-0.0154057
24.14,-0.803343,5.69231,0.832846,-0.0602367,0.575616,0.0174609,0.0808603,0.00814702,-0.0151112
24.15,-0.803941,5.69807,0.83302,-0.0594292,0.575693,0.0173112,0.0806404,0.00730438,-0.0148167
24.16,-0.804531,5.70382,0.833192,-0.0586239,0.575762,0.0171645,0.0804205,0.00646173,-0.0145222
24.17,-0.805114,5.70958,0.833363,-0.0578208,0.575823,0.0170208,0.0802006,0.00561909,-0.0142276
24.18,-0.805688,5.71534,0.833533,-0.0570199,0.575875,0.01688,0.0799807,0.00477644,-0.0139331
24.19,-0.806254,5.7211,0.833701,-0.0562212,0.575918,0.0167421,0.0797608,0.0039338,-0.0136386
24.2,-0.806812,5.72686,0.833868,-0.0554247,0.575953,0.0166072,0.0795409,0.00309115,-0.0133441
24.21,-0.807363,5.73262,0.834033,-0.0546304,0.57598,0.0164752,0.079321,0.00224851,-0.0130495
24.22,-0.807905,5.73838,0.834197,-0.0538383,0.575998,0.0163462,0.0791011,0.00140586,-0.012755
24.23,-0.808439,5.74414,0.83436,-0.0530484,0.576008,0.0162201,0.0788812,0.00056322,-0.0124605
24.24,-0.808966,5.7499,0.834522,-0.0522606,0.57601,0.016097,0.0786613,-0.000279425,-0.012166
24.25,-0.809485,5.75566,0.834682,-0.0514751,0.576002,0.0159768,0.0784414,-0.00112207,-0.0118714
24.26,-0.809702,5.7581,0.834749,-0.0511431,0.575997,0.0159268,0.0783483,-0.00147894,-0.0117467
24.27,-0.810209,5.76386,0.834908,-0.0503695,0.575976,0.0158113,0.0763828,-0.00275268,-0.0113578
24.28,-0.810709,5.76962,0.835066,-0.0496155,0.575942,0.0156997,0.0744173,-0.00402642,-0.0109689
24.29,-0.811202,5.77538,0.835222,-0.0488811,0.575895,0.0155919,0.0724518,-0.00530015,-0.01058
24.3,-0.811687,5.78114,0.835378,-0.0481664,0.575836,0.0154881,0.0704863,-0.00657389,-0.010191
24.31,-0.812165,5.78689,0.835532,-0.0474714,0.575764,0.0153881,0.0685209,-0.00784763,-0.00980213
24.32,-0.812636,5.79265,0.835685,-0.046796,0.575679,0.015292,0.0665554,-0.00912136,-0.00941322
24.33,-0.813101,5.79841,0.835838,-0.0461403,0.575581,0.0151998,0.0645899,-0.0103951,-0.0090243
24.34,-0.813559,5.80416,0.835989,-0.0455042,0.575471,0.0151115,0.0626244,-0.0116688,-0.00863539
24.35,-0.814011,5.80992,0.83614,-0.0448878,0.575348,0.0150271,0.0606589,-0.0129426,-0.00824647
24.36,-0.814457,5.81567,0.83629,-0.044291,0.575212,0.0149466,0.0586934,-0.0142163,-0.00785756
24.37,-0.814897,5.82142,0.836439,-0.0437139,0.575064,0.01487,0.0567279,-0.01549,-0.00746865
24.38,-0.815332,5.82717,0.836587,-0.0431565,0.574902,0.0147972,0.0547625,-0.0167638,-0.00707973
24.39,-0.81576,5.83292,0.836735,-0.0426187,0.574728,0.0147284,0.052797,-0.0180375,-0.00669082
24.4,-0.816184,5.83866,0.836882,-0.0421005,0.574542,0.0146634,0.0508315,-0.0193113,-0.0063019
24.41,-0.816602,5.84441,0.837028,-0.041602,0.574342,0.0146023,0.048866,-0.020585,-0.00591299
24.42,-0.817016,5.85015,0.837174,-0.0411232,0.57413,0.0145451,0.0469005,-0.0218587,-0.00552408
24.43,-0.817425,5.85589,0.837319,-0.040664,0.573905,0.0144919,0.044935,-0.0231325,-0.00513516
24.44,-0.817829,5.86163,0.837464,-0.0402245,0.573667,0.0144424,0.0429696,-0.0244062,-0.00474625
24.45,-0.81823,5.86736,0.837608,-0.0398046,0.573417,0.0143969,0.0410041,-0.0256799,-0.00435734
24.46,-0.818626,5.8731,0.837752,-0.0394044,0.573154,0.0143553,0.0390386,-0.0269537,-0.00396842
24.47,-0.819018,5.87883,0.837895,-0.0390239,0.572878,0.0143176,0.0370731,-0.0282274,-0.00357951
24.48,-0.819406,5.88456,0.838038,-0.038663,0.572589,0.0142837,0.0351076,-0.0295012,-0.00319059
24.49,-0.819791,5.89028,0.838181,-0.0383217,0.572288,0.0142537,0.0331421,-0.0307749,-0.00280168
24.5,-0.820173,5.896,0.838323,-0.0380001,0.571974,0.0142277,0.0311766,-0.0320486,-0.00241277
24.51,-0.820551,5.90172,0.838465,-0.0376982,0.571647,0.0142055,0.0292112,-0.0333224,-0.00202385
24.52,-0.820927,5.90743,0.838607,-0.0374159,0.571307,0.0141872,0.0272457,-0.0345961,-0.00163494
24.53,-0.821299,5.91315,0.838749,-0.0371533,0.570955,0.0141728,0.0252802,-0.0358698,-0.00124602
24.54,-0.82167,5.91885,0.838891,-0.0369103,0.57059,0.0141623,0.0233147,-0.0371436,-0.00085711
24.55,-0.822038,5.92456,0.839032,-0.036687,0.570212,0.0141556,0.0213492,-0.0384173,-0.000468196
24.56,-0.822404,5.93026,0.839174,-0.0364833,0.569821,0.0141529,0.0193837,-0.0396911,-7.92823e-05
24.57,-0.822767,5.93595,0.839315,-0.0362993,0.569418,0.0141541,0.0174182,-0.0409648,0.000309632
24.58,-0.82313,5.94165,0.839457,-0.0361349,0.569002,0.0141591,0.0154528,-0.0422385,0.000698545
24.59,-0.82349,5.94733,0.839599,-0.0359902,0.568573,0.014168,0.0134873,-0.0435123,0.00108746
24.6,-0.823849,5.95302,0.83974,-0.0358652,0.568132,0.0141809,0.0115218,-0.044786,0.00147637
24.61,-0.824208,5.9587,0.839882,-0.0357598,0.567678,0.0141976,0.00955631,-0.0460597,0.00186529
24.62,-0.824565,5.96437,0.840024,-0.0356741,0.567211,0.0142182,0.00759082,-0.0473335,0.0022542
24.63,-0.824921,5.97004,0.840167,-0.035608,0.566731,0.0142426,0.00562534,-0.0486072,0.00264311
24.64,-0.825277,5.9757,0.840309,-0.0355616,0.566239,0.014271,0.00365985,-0.049881,0.00303203
24.65,-0.825555,5.98013,0.840421,-0.0355389,0.565844,0.0142959,0.00212205,-0.0508775,0.00333632
24.66,-0.82591,5.98579,0.840564,-0.0355203,0.565341,0.0143295,0.00160976,-0.0497619,0.00336776
24.67,-0.826266,5.99144,0.840708,-0.0355068,0.564849,0.0143633,0.00109748,-0.0486462,0.0033992
24.68,-0.826621,5.99709,0.840851,-0.0354983,0.564368,0.0143974,0.000585192,-0.0475305,0.00343063
24.69,-0.826976,6.00273,0.840996,-0.035495,0.563899,0.0144319,7.29052e-05,-0.0464148,0.00346207
